Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2010-05-13,1.2319639435812817,1.1476954787076608,1.3300479615959393,1.1676989294398366,1.0384445845256778,0.5665492246836495,0.7198353929791124,0.6979699818260767,1.0756481288850421
2010-05-14,1.235511311294152,1.1449129290827103,1.331057301115683,1.1678850723410577,1.0404344434913573,0.5652469210515358,0.7154087679039505,0.7019593609918532,1.070909418099271
2010-05-17,1.234419573414149,1.1436511602716326,1.3310637853774114,1.1676620460125415,1.041445748925115,0.5658353005692012,0.7150725921970202,0.7013065190792933,1.0712188110590055
2010-05-18,1.2397531304760254,1.1363530781934175,1.3380183223886317,1.1611423503891802,1.0456141630287201,0.5647033245248594,0.7174477971412927,0.6990061766818113,1.0751295435259216
2010-05-19,1.233391937984751,1.1380614474096538,1.33663092776191,1.1608940365237737,1.0456736729160747,0.5657824685145667,0.7215832415874135,0.698324000650651,1.076182596567532
2010-05-20,1.2308099183588008,1.1437042372766162,1.3273413827874492,1.159218990680679,1.0225255671887048,0.5905496000816094,0.7276180084823103,0.7133640710018445,1.0712336342342657
2010-05-21,1.2325521771751506,1.1418394450590312,1.3434547987313736,1.1580649967993422,1.0133145979182134,0.593131102078066,0.7227497533408347,0.7040819586841149,1.071325388130872
2010-05-24,1.2330578072921918,1.1541100483966624,1.3546747988091055,1.1616005536833571,1.0044670629799999,0.5913322847309663,0.7196724468265274,0.6928508373915604,1.0631671830313616
2010-05-25,1.2374993453330596,1.1542529518982254,1.3549067792792528,1.162113450280239,1.0042221647871368,0.5913247214186519,0.7205618720787649,0.6909775345393812,1.0644743391363827
2010-05-26,1.2434915589544056,1.1562543781949408,1.349908747273787,1.1581379046592348,1.003855069885761,0.5942924935319285,0.7202996064593656,0.692896920082608,1.0648608808400413
2010-05-27,1.2373453085340964,1.169348893882519,1.3527473700684454,1.1496283268601648,1.0013732235656014,0.5970660366556555,0.7075339428246321,0.6731887619683353,1.065732179348268
2010-05-28,1.2349439170869299,1.170393015727134,1.3652755314181837,1.1458824388295406,0.993141364166743,0.5934383384853072,0.6961140464026352,0.6686030777352354,1.0654426539870374
2010-06-01,1.2214600316445012,1.2084591072251802,1.3585398859486593,1.1484702358600891,0.9970581212463713,0.5805756127818587,0.7089252486199256,0.6554655426212221,1.0733453011779357
2010-06-02,1.2326996019882175,1.234411383546019,1.34573953774583,1.1579722581610246,0.9706163388651932,0.6015228361767726,0.7038776432854144,0.6705763423721433,1.0764886649500165
2010-06-03,1.2277824968480884,1.236617965648627,1.3438220398019152,1.157951917859481,0.9708147932925468,0.6017557057296943,0.7048271449791843,0.6726229645876695,1.07654975828236
2010-06-04,1.2167071226925374,1.216162847645931,1.3236653997595078,1.173798991689602,0.9650714330206196,0.6145085212760526,0.7190689070753227,0.6845732559250803,1.0805018329143852
2010-06-07,1.2236446429402874,1.2137999951578091,1.321178526643218,1.1836110674045148,0.9661703213719952,0.6148070270568138,0.7094605458032488,0.6776961092487837,1.086364872113024
2010-06-08,1.2273478053105777,1.218799446312317,1.33387008999991,1.1837929325954453,0.9466622719980954,0.624649117703248,0.7135281895046864,0.6755049660093326,1.0894488956553943
2010-06-09,1.2225603655009443,1.2167181269716714,1.3406890986738347,1.1832240436281976,0.9413776421968535,0.6261955120544864,0.7153467743384191,0.6759955972564629,1.0909577221493456
2010-06-10,1.2037328073668683,1.2286597645456094,1.3321672906707998,1.193042889234848,0.9387182308604586,0.6261366248889861,0.7263747896950605,0.6794523666486005,1.0989506165877723
2010-06-11,1.2139134602203383,1.2300663427715743,1.3361669762630557,1.1887191780361444,0.9410356313669018,0.6176672152826619,0.7260889321817457,0.671507322885778,1.096374731262627
2010-06-14,1.2129696984623994,1.229636853835417,1.3351366617300329,1.1886196862753056,0.9432772628951901,0.6158314131772993,0.724310778331525,0.6679707219808524,1.0979582585487901
2010-06-15,1.2086010559064562,1.224222833414596,1.3194991774453948,1.2085145627663971,0.9522818120013443,0.607545346339937,0.7202711418415024,0.6615543488120538,1.106342981725854
